YEAR,dma_code,weight,HINCP
2007,501,0.002,204000.0
2007,501,0.002,53000.0
2007,501,0.002,53700.0
2007,501,0.002,80800.0
2007,501,0.002,27000.0
2007,501,0.002,143044.0
2007,501,0.002,55000.0
2007,501,0.002,146000.0
2007,501,0.002,132000.0
2007,501,0.002,110000.0
2007,501,0.002,101600.0
2007,501,0.002,31000.0
2007,501,0.002,150000.0
2007,501,0.002,94000.0
2007,501,0.002,88200.0
2007,501,0.002,110000.0
2007,501,0.002,16100.0
2007,501,0.002,17600.0
2007,501,0.002,200000.0
2007,501,0.002,157000.0
2007,501,0.002,32200.0
2007,501,0.002,33600.0
2007,501,0.002,30000.0
2007,501,0.002,793000.0
2007,501,0.002,26700.0
2007,501,0.002,9000.0
2007,501,0.002,8500.0
2007,501,0.002,68000.0
2007,501,0.002,56900.0
2007,501,0.002,20700.0
2007,501,0.002,164000.0
2007,501,0.002,140100.0
2007,501,0.002,153400.0
2007,501,0.002,13200.0
2007,501,0.002,35900.0
2007,501,0.002,18300.0
2007,501,0.002,100000.0
2007,501,0.002,48000.0
2007,501,0.002,41560.0
2007,501,0.002,30000.0
2007,501,0.002,190490.0
2007,501,0.002,84940.0
2007,501,0.002,60200.0
2007,501,0.002,156600.0
2007,501,0.002,47000.0
2007,501,0.002,134000.0
2007,501,0.002,14400.0
2007,501,0.002,8000.0
2007,501,0.002,105000.0
2007,501,0.002,124500.0
2007,501,0.002,172200.0
2007,501,0.002,8500.0
2007,501,0.002,49600.0
2007,501,0.002,38240.0
2007,501,0.002,80000.0
2007,501,0.002,8400.0
2007,501,0.002,5200.0
2007,501,0.002,445700.0
2007,501,0.002,20000.0
2007,501,0.002,140600.0
2007,501,0.002,61200.0
2007,501,0.002,25000.0
2007,501,0.002,59200.0
2007,501,0.002,78600.0
2007,501,0.002,40000.0
2007,501,0.002,160000.0
2007,501,0.002,47000.0
2007,501,0.002,116000.0
2007,501,0.002,56200.0
2007,501,0.002,95000.0
2007,501,0.002,116740.0
2007,501,0.002,65000.0
2007,501,0.002,71030.0
