,store_code_uc,upc,units,prmult,price,feature,display,year,month,dma_code,sales,module,upc_ver_uc,brand_code_uc,brand_descr,multi,size1_units,size1_amount,conversion,volume,prices,total_sales,market_size,shares
85,39725,2150000064,2924,1.0,2.6759679572763586,0.0,0.0,2006,1,807,8595.961270045373,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,331.575752,25.924577470445946,21044.766010438707,705.0520650000001,0.47028548451950136
86,5472867,2150000064,43,1.0,2.538484848484849,0.0,0.0,2006,1,810,119.62040287443271,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,4.876114,24.531912681785684,652.6944627836613,10.546014,0.4623655913978495
87,1491784,2150000064,112,1.0,2.4947619047619054,0.0,0.0,2006,1,811,310.53006384266246,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,12.700576,24.450077212455756,1418.1907360060516,30.107169000000003,0.42184557438794723
88,898115,2150000064,91,1.0,2.869487179487179,0.0,0.0,2006,1,813,281.36528305597585,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,10.319218,27.26614391284067,690.9616273827535,15.478826999999999,0.6666666666666666
89,1176588,2150000064,648,1.0,2.9397326203208594,0.0,0.0,2006,1,819,2022.324582148263,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,73.481904,27.52139604532108,5353.74242133132,153.257397,0.4794672586015538
90,6957343,2150000064,351,1.0,2.8634259259259296,0.0,0.0,2006,1,820,1094.7009756429654,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,39.802698,27.503185227367386,5129.3735776096855,87.599955,0.454368932038835
91,938012,2150000064,30,1.0,3.1123529411764714,0.0,0.0,2006,1,821,101.71067049924358,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,3.4019399999999997,29.89784373011975,256.7790122541604,7.654364999999999,0.4444444444444444
92,6952878,2150000064,1382,1.0,3.047885057471276,0.0,0.0,2006,1,825,4606.592969742811,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,156.716036,29.39452201140929,7540.2705107412985,331.348956,0.47296372347707055
93,6845562,2150000064,182,1.0,2.6493055555555567,0.0,0.0,2006,1,828,530.4296698941,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,20.638436,25.701059416231928,1258.6859382753407,46.096287000000004,0.4477244772447724
94,5919532,2150000064,682,1.0,2.8602427184466026,0.0,0.0,2006,1,839,2149.9327912254203,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,77.337436,27.799380253896967,5425.119097276858,213.81192900000002,0.3617077698223282
95,6267615,2150000064,203,1.0,2.9745098039215656,0.0,0.0,2006,1,855,658.1908602118003,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,23.019794,28.592387065314323,1596.0095736762482,62.595696,0.3677536231884058
96,1039482,2150000064,1654,1.0,2.6143404255319274,0.0,0.0,2006,1,862,4787.853885325262,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,187.560292,25.527012323723948,12534.911324357035,405.00095699999997,0.46311073778524436
97,515419,2150000064,426,1.0,2.457383720930231,0.0,0.0,2006,1,866,1140.2566036308638,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,48.307548,23.604108484886538,4766.775255824511,110.733147,0.4362519201228878
98,5910226,2150000064,148,1.0,2.4605769230769243,0.0,1.0,2006,1,868,395.87174160363094,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,16.782904,23.587797535136406,1515.85833086233,36.740952,0.4567901234567901
99,1783909,2150000064,126,1.0,2.531066666666668,0.0,0.0,2006,1,881,350.2396229954616,1182,1,586519.0,LAWRY'S,1.0,OZ,4.0,0.0283495,14.288148,24.51259764354776,1085.3254110438731,29.086587,0.49122807017543857
100,1544940,2150000066,165,1.0,2.5318181818181835,0.0,0.0,2006,1,500,453.4254697428145,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,28.066005,16.155682639649445,778.073516641453,108.181692,0.25943396226415094
101,5707286,2150000066,169,1.0,3.8869924812030137,0.0,0.0,2006,1,501,718.9134854765516,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,28.746393,25.008824080174218,5973.207173222402,79.69044450000001,0.36072572038420486
102,1800740,2150000066,39,1.0,2.6566666666666676,0.0,0.0,2006,1,503,112.12432208774584,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,6.633783,16.902018363842444,163.8210541603631,14.288148,0.4642857142857143
103,7421762,2150000066,398,1.0,3.503333333333341,0.0,0.0,2006,1,504,1509.9466986384298,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,67.698606,22.303955544349463,3480.8805111951633,116.34634799999998,0.5818713450292399
104,1533814,2150000066,183,1.0,2.9900000000000055,0.0,0.0,2006,1,505,597.9053242057496,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,31.127751,19.208111893652376,602.9099962178525,68.46404249999999,0.45465838509316775
105,441285,2150000066,1162,1.4309623430962344,3.7403347280334756,0.0,0.0,2006,1,506,3309.5415217851614,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,197.652714,16.744225033940904,5249.857231770033,429.2397795,0.4604715672676838
106,4118710,2150000066,76,1.0,2.4464814814814795,0.0,0.0,2006,1,507,198.7007770045385,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,12.927372,15.370546852410413,303.525708472012,30.3623145,0.4257703081232493
107,7810543,2150000066,273,1.0,2.8930674846625677,0.0,0.0,2006,1,508,862.9999596066544,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,46.436481,18.5845253779384,904.873110590013,94.914126,0.489247311827957
108,2734414,2150000066,73,1.0,2.8700000000000006,0.0,0.0,2006,1,509,228.93642647503793,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,12.417081,18.437217770830195,228.93642647503793,23.2182405,0.5347985347985348
109,7844989,2150000066,175,1.0,2.8908264462809843,0.0,0.0,2006,1,510,553.5189099848704,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,29.766975,18.595067519788977,1001.0546019667161,80.285784,0.37076271186440674
110,2803911,2150000066,622,1.0,2.4358015267175643,0.0,0.0,2006,1,511,1644.198664447811,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,105.80033399999999,15.540581038693235,3810.4567394856335,169.1614665,0.6254399195575666
111,724350,2150000066,239,1.0,2.7794736842105303,0.0,0.0,2006,1,512,721.317476399396,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,40.653183,17.74319802706214,1569.4017650529513,75.77821349999999,0.5364758698092031
112,5029404,2150000066,70,1.0,2.9899999999999984,0.0,0.0,2006,1,513,228.70695461422093,1182,1,586519.0,LAWRY'S,1.0,OZ,6.0,0.0283495,11.906789999999999,19.208111893652358,228.70695461422093,25.004258999999998,0.4761904761904762
