,store_code_uc,channel_code,upc,year,month,sales,dma_code,volume
262,5579780,F,1380055417,2012,6,9103.001248267807,528.0,
263,2767655,F,1380055417,2012,6,3424.2377752551447,532.0,
264,6000222,F,1380055417,2012,6,7235.23518903773,533.0,
265,1310095,F,1380055417,2012,6,5612.73133960554,534.0,
266,7228240,F,1380055417,2012,6,2971.44600332058,538.0,
267,114761,F,1380055417,2012,6,2235.6593739269124,539.0,
268,5622095,F,1380055417,2012,6,2065.8624594514504,543.0,
269,2089596,F,1380055417,2012,6,3226.141375033772,544.0,
270,6297220,F,1380055417,2012,6,2650.718498200263,548.0,
271,3136744,F,1380055417,2012,6,358.46015278153027,549.0,
272,5919948,F,1380055417,2012,6,2716.7506316073877,555.0,
273,6668755,F,1380055417,2012,6,1169.712077497625,556.0,
274,5415850,F,1380055417,2012,6,3575.1683658999996,560.0,
275,8342214,F,1380055417,2012,6,1999.8303260443267,561.0,
276,913873,F,1380055417,2012,6,3197.841889287862,566.0,
277,4559217,F,1380055417,2012,6,1433.8406111261208,571.0,
278,6665531,F,1380055417,2012,6,1075.3804583445908,576.0,
279,2802807,F,1380055417,2012,6,396.192800442744,577.0,
280,6595091,F,2370002084,2012,6,45.277288672552494,501.0,5.9533949999999995
281,2649757,F,2370002084,2012,6,248.9825959786995,504.0,33.168915
282,138583,F,2370002084,2012,6,4546.963452662115,511.0,620.003565
283,3980069,F,2370002084,2012,6,1139.457972616112,512.0,162.442635
284,326625,F,2370002084,2012,6,2192.638867734597,522.0,355.50273
285,6014336,F,2370002084,2012,6,1042.9828822370773,525.0,173.49894
286,2052959,F,2370002084,2012,6,11041.020285125345,528.0,1888.0767
287,4857169,F,2370002084,2012,6,2798.9768317660073,530.0,466.06578
288,4069553,F,2370002084,2012,6,18573.87692602338,534.0,3021.773205
289,2058529,F,2370002084,2012,6,20156.315804478003,539.0,3318.59247
290,7361796,F,2370002084,2012,6,1130.846317294033,544.0,170.947485
291,7303411,F,2370002084,2012,6,5151.535649648329,548.0,827.521905
292,5036867,F,2370002084,2012,6,56.27792293814658,556.0,8.50485
293,6754122,F,2370002084,2012,6,14706.59214669814,561.0,2454.49971
294,259161,F,2370002084,2012,6,3273.2788567967295,571.0,533.254095
295,7787144,F,2370002084,2012,6,15.089282022677555,576.0,1.7009699999999999
296,5511270,F,2370002084,2012,6,2293.9580142323016,592.0,362.30661
297,3513192,F,2370002084,2012,6,2701.434727076229,602.0,357.20369999999997
298,1221815,F,2370002084,2012,6,1022.2752505251048,606.0,178.60184999999998
299,6348247,F,2370002084,2012,6,1405.5977810073305,618.0,210.92028
300,4069245,F,2370002084,2012,6,7914.979960606236,622.0,1274.02653
301,8244738,F,2370002084,2012,6,2641.521401397951,623.0,379.31631
302,6048908,F,2370002084,2012,6,5464.520219062391,630.0,915.12186
303,7390722,F,2370002084,2012,6,588.6802935793412,635.0,88.45044
304,2059335,F,2370002084,2012,6,1290.0769573118125,642.0,202.41543
305,3713396,F,2370002084,2012,6,120.23268335090944,652.0,14.458245
306,3350334,F,2370002084,2012,6,3132.923983214078,656.0,494.131785
307,4125185,F,2370002084,2012,6,9042.587464549973,686.0,1445.8245
308,6105414,F,2370002084,2012,6,2864.149688161828,698.0,484.77645
309,6160335,F,2370002084,2012,6,795.964347998501,710.0,125.87178
310,6298809,F,2370002084,2012,6,482.790926494043,711.0,80.796075
311,202424,F,2370002084,2012,6,2033.0494087450652,716.0,321.48333
312,2796802,F,2370002084,2012,6,162.66774806299514,722.0,19.561155
313,5019003,F,2370002084,2012,6,42.4350647120857,740.0,5.10291
314,6206680,F,2370002084,2012,6,1954.6002503943735,746.0,312.97848
315,370339,F,2370002084,2012,6,3771.8200476298293,751.0,551.11428
316,2540100,F,2370002084,2012,6,1309.4720669955293,752.0,209.21931
317,3537009,F,2370002084,2012,6,2470.987963769946,753.0,404.83086
318,569260,F,2370002084,2012,6,181.1374825037694,754.0,27.215519999999998
319,2701703,F,2370002084,2012,6,105.62497415874289,759.0,17.0097
320,5836450,F,2370002084,2012,6,256.60277782619687,762.0,35.72037
321,7281318,F,2370002084,2012,6,173.60228409695046,764.0,24.664065
322,7600494,F,2370002084,2012,6,60.38545590426969,766.0,7.654365
323,5661249,F,2370002084,2012,6,279.189487837614,767.0,39.972795
324,5707948,F,2370002084,2012,6,22.652808243055983,771.0,5.9533949999999995
325,3608798,F,2370002084,2012,6,188.6726809105884,773.0,26.365035
326,4670023,F,2370002084,2012,6,1051.6134227681964,789.0,164.143605
327,4279851,F,2370002084,2012,6,366.9112838267721,790.0,46.776675
328,318461,F,2370002084,2012,6,135.84130862217728,800.0,17.860185
329,6635110,F,2370002084,2012,6,452.7917719345646,801.0,62.93589
330,7834388,F,2370002084,2012,6,203.79973335134525,802.0,27.215519999999998
331,5205542,F,2370002084,2012,6,3822.762899014268,803.0,593.63853
332,48994,F,2370002084,2012,6,5852.620707431616,807.0,872.59761
333,5472867,F,2370002084,2012,6,739.5636712015969,810.0,107.16111
334,8046425,F,2370002084,2012,6,250.48397009735143,811.0,36.570855
335,898115,F,2370002084,2012,6,83.03826414732566,813.0,13.607759999999999
336,4574598,F,2370002084,2012,6,6703.333276436056,819.0,1004.422785
337,6126280,F,2370002084,2012,6,1720.782477274511,820.0,263.65035
338,1700670,F,2370002084,2012,6,135.8413086221773,821.0,18.71067
339,6131636,F,2370002084,2012,6,1577.859215262466,825.0,245.790165
