<<<<<<< HEAD
YEAR,dma_code,hhinc_per_person_mean,hhinc_per_person_median,employment_rate
2006,801,29412.36456,24477.7675,0.950657895
2006,802,27495.43949,24376.2,0.919614148
2006,803,37345.36128,25970.80975,0.952941176
2006,807,49147.18703,34126.68,0.934579439
2006,810,30426.33208,25781.21708,0.920353982
2006,811,36259.70821,28540.4675,0.950166113
2006,813,31164.88977,24223.84875,0.93728223
2006,819,41180.94711,32171.50563,0.959537572
2006,820,35856.03614,28438.9,0.957055215
2006,821,35810.51409,28015.70208,0.969879518
2006,825,43339.02532,30571.8175,0.965838509
2006,828,41875.21816,28997.52125,0.926470588
2006,839,39932.65494,27423.225,0.933908046
2006,855,41615.86882,29322.53725,0.958598726
2006,862,36480.96561,28361.03158,0.926035503
2006,866,28867.5608,21473.06229,0.898461538
2006,868,33250.53901,25391.875,0.917808219
2006,881,30220.77652,24287.32844,0.953488372
2007,500,37095.44046,28639.5005,0.960227273
2007,501,44751.50537,31355.67751,0.935185185
2007,502,30488.13687,24402.888,0.938461538
2007,503,31565.06697,25165.47825,0.951298701
2007,504,45348.74223,33045.5775,0.958860759
2007,505,40090.04701,30503.61,0.919254658
2007,506,49185.38762,37646.53868,0.965811966
2007,507,34292.76563,25555.2466,0.929032258
2007,508,35261.28584,24945.1744,0.964169381
2007,509,33206.95018,26766.91778,0.930029155
2007,510,34064.90104,27961.6425,0.952531646
2007,511,58096.48501,44236.58942,0.956521739
2007,512,45089.35376,37976.99445,0.968660969
2007,513,28903.28182,24436.7809,0.905797101
2007,514,34524.43047,26622.87295,0.959501558
2007,515,37711.91028,29774.91265,0.961988304
2007,516,27987.49804,22962.43975,0.936507937
2007,517,37028.49215,27097.37355,0.942528736
2007,518,33637.43687,26029.7472,0.937086093
2007,519,35910.17711,27131.26645,0.954545455
2007,520,32992.83322,23996.1732,0.909395973
2007,521,37517.36204,32223.67468,0.945714286
2007,522,31543.91596,25292.57663,0.918300654
2007,523,35177.85779,28690.33985,0.955431755
2007,524,42278.93634,32028.7905,0.951977401
2007,525,25527.20439,20437.4187,0.931740614
2007,526,30434.48943,25216.3176,0.937694704
2007,527,35447.59308,26321.22614,0.946875
2007,528,37118.77064,26436.462,0.960960961
2007,529,31395.03055,24712.16071,0.918181818
2007,530,30703.36664,24199.5306,0.93498452
2007,531,25867.24532,20335.74,0.901818182
2007,532,37679.47502,31071.31608,0.948012232
2007,533,45830.13226,37305.91503,0.965517241
2007,534,35620.05456,27504.08835,0.94984326
2007,535,35731.73821,29130.94755,0.926900585
2007,536,28434.95803,23386.101,0.921383648
2007,537,29887.18864,22877.7075,0.933333333
2007,538,35253.63418,28978.4295,0.953703704
2007,539,38968.10738,26368.6762,0.954545455
2007,540,29933.11691,22928.54685,0.896193772
2007,541,28471.9562,23047.172,0.963576159
2007,542,35226.54155,29003.84918,0.950581395
2007,543,36421.35902,28882.85152,0.926470588
2007,544,37787.2159,30469.7171,0.949554896
2007,545,30422.31188,22945.4933,0.913907285
2007,546,33035.83082,26360.20298,0.93030303
2007,547,33619.97863,28419.19665,0.903409091
2007,548,43587.65327,29385.1443,0.936842105
2007,549,27467.61051,23741.97645,0.954248366
2007,550,37429.46482,28825.91145,0.980582524
2007,551,33218.64075,27707.44575,0.932307692
2007,552,24041.0335,19929.0252,0.965397924
2007,553,28112.88075,23513.19938,0.936241611
2007,554,25921.81153,21014.10639,0.946236559
2007,555,33236.0983,28978.4295,0.936555891
2007,556,40158.31888,32159.27817,0.944281525
2007,557,30157.9643,23191.21683,0.96
2007,558,29805.32272,24402.888,0.941520468
2007,559,24274.89926,20123.90938,0.970833333
2007,560,38672.92448,29080.1082,0.949404762
2007,561,37595.15162,26512.72103,0.935691318
2007,563,31651.47474,26260.21892,0.924242424
2007,564,26160.40399,20166.2755,0.925373134
2007,565,30684.14799,24208.00383,0.939597315
2007,566,34724.08846,29486.823,0.957746479
2007,567,29818.20197,23665.71743,0.904109589
2007,569,31752.02955,26716.07843,0.95483871
2007,570,30108.35676,22852.28783,0.931818182
2007,571,38812.88657,29995.2165,0.935153584
2007,573,32391.25071,24911.2815,0.967948718
2007,574,26383.40582,21776.18825,0.942675159
2007,575,30124.63417,23843.65515,0.924050633
2007,576,36258.33389,29105.52788,0.941538462
2007,577,28833.58231,23436.94035,0.938311688
2007,581,29465.1612,23980.9214,0.967551622
2007,582,31274.42262,25834.0157,0.969529086
2007,583,26841.94513,20674.669,0.870722433
2007,584,40884.70667,32537.184,0.988338192
2007,588,32047.71339,25556.94125,0.930722892
2007,592,33735.277,24741.817,0.958730159
2007,596,27097.30848,22282.88711,0.908794788
2007,597,24731.17497,20335.74,0.925795053
2007,598,25435.06577,20164.58086,0.926923077
2007,600,27923.18098,21335.58055,0.937304075
2007,602,46411.3314,32582.93942,0.956772334
2007,603,28631.37976,21250.8483,0.95379538
2007,604,30658.04605,26639.8194,0.949438202
2007,605,30495.42893,25928.0685,0.975
2007,606,28479.84586,21428.78603,0.940559441
2007,609,35661.76405,29976.57541,0.925287356
2007,610,34199.05728,29283.4656,0.934065934
2007,611,39045.86704,31486.5041,0.970027248
2007,612,28931.68321,22598.09108,0.926282051
2007,613,41509.82766,33533.63526,0.948924731
2007,616,38848.7822,29291.93883,0.96875
2007,617,36987.53577,30617.99854,0.963068182
2007,618,41978.42801,26944.8555,0.947976879
2007,619,28678.98369,23066.66042,0.950331126
2007,622,36070.61966,26487.30135,0.945945946
2007,623,38935.66943,32816.80043,0.933333333
2007,624,32234.75901,25317.9963,0.979651163
2007,625,29855.22086,24212.24044,0.948170732
2007,626,32038.74654,24657.08475,0.968253968
2007,627,31787.92281,24402.888,0.954545455
2007,628,27002.46733,19929.0252,0.948339483
2007,630,33673.95322,25419.675,0.955974843
2007,631,26482.81664,21952.43133,0.941935484
2007,632,25503.23727,20520.45631,0.935714286
2007,633,31729.80971,24504.5667,0.971962617
2007,634,30632.84823,22962.43975,0.96941896
2007,635,40134.51099,31791.5402,0.939306358
2007,636,24023.68271,16705.81041,0.90459364
2007,637,33037.1541,26843.1768,0.966292135
2007,638,27224.31093,23243.75082,0.948328267
2007,639,28904.97695,21361.00023,0.926174497
2007,640,32647.72434,25379.00352,0.920353982
2007,641,33839.78932,24911.2815,0.953846154
2007,642,28286.22313,21454.2057,0.974193548
2007,643,28211.08509,22445.57303,0.954098361
2007,644,28839.12951,21860.9205,0.944444444
2007,647,21285.2357,13025.04147,0.816254417
2007,648,32048.87461,25419.675,0.96119403
2007,649,28467.93701,24299.51466,0.934718101
2007,650,36962.80941,25241.73728,0.966463415
2007,651,31325.43962,23538.61905,0.962732919
2007,652,37299.54198,30503.61,0.955307263
2007,656,34411.25733,25419.675,0.969283276
2007,657,26669.61295,22098.1708,0.963636364
2007,658,34278.38835,29808.80555,0.950292398
2007,659,34766.01848,26081.26441,0.949253731
2007,661,29493.44771,23436.94035,0.964052288
2007,662,30915.69804,24199.5306,0.96875
2007,669,40163.65387,33255.71348,0.964864865
2007,670,29371.72237,22369.314,0.947882736
2007,671,32237.04407,25419.675,0.947692308
2007,673,25907.74327,20691.61545,0.94
2007,675,36373.379,30501.06803,0.959183673
2007,676,30107.51181,25267.15695,0.917218543
2007,678,32605.41244,27961.6425,0.949008499
2007,679,36608.57065,30605.2887,0.957746479
2007,682,30542.6797,26283.94395,0.919504644
2007,686,33836.25208,25419.675,0.949494949
2007,687,32282.60589,26436.462,0.973134328
2007,691,31112.69185,24143.26839,0.918088737
2007,692,27677.12279,21428.78603,0.940520446
2007,693,30189.35198,23894.4945,0.944078947
2007,698,29923.86468,23411.52068,0.93559322
2007,702,31083.63571,27148.2129,0.975903614
2007,705,32187.45198,27961.6425,0.94047619
2007,709,29836.27855,21860.9205,0.968965517
2007,710,28503.01481,21022.07123,0.943333333
2007,711,24894.39741,18886.81853,0.96345515
2007,716,32959.79016,26775.391,0.936555891
2007,717,26958.57738,22470.9927,0.94516129
2007,718,30656.07721,21337.2752,0.943396226
2007,722,33647.1597,27741.33865,0.977715877
2007,724,31933.90665,25419.675,0.95640327
2007,725,31534.75674,27427.82933,0.979885057
2007,734,27019.33379,20335.74,0.942176871
2007,736,28521.86333,20564.51708,0.95483871
2007,737,32305.82496,27453.249,0.974212034
2007,740,33151.50501,26436.462,0.982142857
2007,746,31052.81089,24494.39883,0.934640523
2007,749,22437.43229,14611.22919,0.93485342
2007,751,41563.98619,31520.397,0.966101695
2007,752,37329.14963,29995.2165,0.942771084
2007,753,39815.90469,30503.61,0.948012232
2007,754,34042.22718,25419.675,0.949044586
2007,755,32166.17029,25419.675,0.963414634
2007,756,35436.03696,29677.47056,0.966101695
2007,757,33421.68159,26944.8555,0.951951952
2007,758,33445.61913,26843.1768,0.946268657
2007,759,35656.43469,28334.4644,0.97733711
2007,760,28491.24821,22877.7075,0.961414791
2007,762,31569.70541,24911.2815,0.947540984
2007,764,30326.21016,23317.46788,0.957055215
2007,765,27147.61537,19649.40878,0.933110368
2007,766,29016.77254,23233.58295,0.948275862
2007,767,36872.58583,30325.67228,0.963888889
2007,770,33737.40267,29075.87159,0.968926554
2007,771,27907.11526,21276.26798,0.937062937
2007,773,36224.48309,26894.01615,0.971246006
2007,789,32960.46935,26605.9265,0.958333333
2007,790,30495.06299,22877.7075,0.958333333
2007,798,31717.37948,25521.3537,0.965517241
2007,800,33792.78696,23487.7797,0.920127796
2007,801,31432.38375,24072.43223,0.908496732
2007,802,31935.72127,23852.12838,0.914675768
2007,803,38981.45449,27436.30255,0.910493827
2007,807,54165.59088,42755.89335,0.952380952
2007,810,29258.52043,25241.73728,0.929530201
2007,811,38542.94962,28876.7508,0.960606061
2007,813,28808.86424,23487.7797,0.954861111
2007,819,40845.02303,32224.522,0.968944099
2007,820,38868.90848,30986.58383,0.956647399
2007,821,42079.77863,31266.20025,0.970198675
2007,825,41918.96512,32537.184,0.952941176
2007,828,42315.70534,29376.67108,0.966480447
2007,839,34523.2588,27961.6425,0.936746988
2007,855,46060.11236,31876.27245,0.961904762
2007,862,39214.91815,31122.15543,0.943396226
2007,866,29535.38194,21860.9205,0.907407407
2007,868,32741.54226,23449.65019,0.93006993
2007,881,30612.88904,24928.22795,0.914965986
2008,500,34899.02022,29753.93195,0.95508982
2008,501,48858.60883,33590.28818,0.923529412
2008,502,31093.87083,25587.02363,0.936555891
2008,503,32168.26972,24716.30103,0.941538462
2008,504,43611.93552,34082.0852,0.927927928
2008,505,39802.43077,30551.67,0.896024465
2008,506,54568.17068,41253.24108,0.962643678
2008,507,38352.28508,26181.08387,0.943333333
2008,508,32558.28756,25968.9195,0.957654723
2008,509,33290.1815,28031.15723,0.95505618
2008,510,35640.89166,26870.19377,0.930930931
2008,511,55462.0704,44809.116,0.957507082
2008,512,45469.11558,35643.615,0.967213115
2008,513,29102.52053,23098.91414,0.872053872
2008,514,31193.97541,27486.31911,0.952681388
2008,515,39109.55531,28430.02625,0.921686747
2008,516,30645.6045,25459.725,0.943952802
2008,517,38728.17954,28733.84563,0.959568733
2008,518,34702.33046,26770.90084,0.939577039
2008,519,38181.85778,28158.45585,0.911671924
2008,520,28276.60459,23168.34975,0.938848921
2008,521,39337.95274,33199.4814,0.951070336
2008,522,31809.27501,23219.2692,0.927586207
2008,523,33940.77252,27751.10025,0.947658402
2008,524,46348.30865,35516.31637,0.938992042
2008,525,27518.03848,20265.9411,0.937293729
2008,526,31064.72832,26529.03345,0.981873112
2008,527,37058.75987,30551.67,0.933717579
2008,528,38030.75473,27496.503,0.944606414
2008,529,34515.702,25459.725,0.929230769
2008,530,29189.2456,22608.2358,0.922580645
2008,531,28781.15082,21004.27313,0.956363636
2008,532,38183.51111,30480.38277,0.966360856
2008,533,44818.38901,37476.7152,0.945504087
2008,534,32874.12275,26019.83895,0.9125
2008,535,37151.82517,29482.36155,0.945619335
2008,536,30063.60201,23142.89003,0.93015873
2008,537,29562.62018,23635.11138,0.932659933
2008,538,37679.55089,30899.61957,0.951661631
2008,539,36805.61564,26350.81538,0.938356164
2008,540,27986.22668,22952.79075,0.895833333
2008,541,31852.38257,22099.0413,0.927152318
2008,542,33235.43613,26478.114,0.938906752
2008,543,41182.91181,31570.059,0.964179104
2008,544,40869.84114,33087.45861,0.942857143
2008,545,30120.87041,25205.12775,0.930463576
2008,546,36162.16272,29278.68375,0.943952802
2008,547,30431.89727,25459.725,0.926380368
2008,548,42719.80678,28939.22075,0.937062937
2008,549,28910.19123,24203.7119,0.93015873
2008,550,33793.8879,25408.80555,0.93814433
2008,551,33627.91884,26949.11891,0.945288754
2008,552,23219.58592,19247.5521,0.903780069
2008,553,28728.53528,24441.336,0.95379538
2008,554,26233.53312,22760.99415,0.966666667
2008,555,37017.11115,29635.1199,0.954929577
2008,556,41680.93458,33097.6425,0.939306358
2008,557,33220.51011,25459.725,0.947882736
2008,558,32194.57044,26028.32553,0.935185185
2008,559,24719.92269,19298.47155,0.968627451
2008,560,38114.4348,30551.67,0.950684932
2008,561,37317.96906,30195.23385,0.923076923
2008,563,33523.11219,27378.53961,0.913043478
2008,564,29244.25151,20639.3504,0.943089431
2008,565,28626.66644,22973.15853,0.932624113
2008,566,36164.50332,30840.21355,0.968926554
2008,567,30444.11149,26163.6864,0.932692308
2008,569,32338.20504,25374.18032,0.973509934
2008,570,30090.81401,22557.31635,0.914754098
2008,571,42532.22088,29940.6366,0.905511811
2008,573,29614.43574,23970.33109,0.960264901
2008,574,29234.53217,22480.93718,0.945392491
2008,575,31828.93169,25223.79822,0.930693069
2008,576,37443.08528,27920.83175,0.936170213
2008,577,30429.98847,24712.9064,0.944983819
2008,581,28606.84491,22820.40018,0.915309446
2008,582,31555.44682,25833.1343,0.942622951
2008,583,26074.02505,20904.9802,0.879432624
2008,584,41846.03275,34121.12345,0.979591837
2008,588,32830.44914,26496.10554,0.957746479
2008,592,37171.13723,27509.23286,0.96119403
2008,596,26354.76638,21029.73285,0.926984127
2008,597,29307.70852,24098.47837,0.952380952
2008,598,24381.92488,19926.4781,0.932624113
2008,600,32437.89805,24454.06586,0.962025316
2008,602,44075.77748,31570.059,0.940993789
2008,603,28479.0574,23428.03895,0.948484848
2008,604,34710.96213,26988.32689,0.96978852
2008,605,33901.04721,29887.17118,0.974860335
2008,606,29057.42839,23346.56783,0.945945946
2008,609,36974.84088,28260.29475,0.949152542
2008,610,36828.12888,28192.40215,0.910979228
2008,611,41828.69739,33611.92895,0.983379501
2008,612,28939.81195,22843.73826,0.917491749
2008,613,44841.98654,35176.85338,0.957983193
2008,616,39125.7959,31162.7034,0.966101695
2008,617,36614.82781,29826.06784,0.956043956
2008,618,45144.80679,31060.8645,0.95480226
2008,619,26393.90574,23046.14307,0.933544304
2008,622,33901.84766,26070.7584,0.954268293
2008,623,45152.83892,30246.1533,0.948571429
2008,624,31549.33309,25943.45978,0.957020057
2008,625,34595.14618,28514.892,0.95821727
2008,626,35269.49113,27254.63561,0.948948949
2008,627,30120.20777,24843.59965,0.966049383
2008,628,28730.51618,20401.7263,0.931506849
2008,630,35075.10783,26664.81865,0.959731544
2008,631,29008.20848,23779.38315,0.979472141
2008,632,27863.17634,22430.01772,0.93559322
2008,633,38363.4176,25884.22348,0.976047904
2008,634,32209.26456,25408.80555,0.974193548
2008,635,47906.42801,35643.615,0.970430108
2008,636,20501.2504,14231.98628,0.925093633
2008,637,34499.22616,29024.0865,0.960674157
2008,638,34240.82692,28005.6975,0.926553672
2008,639,31914.82204,21997.2024,0.922033898
2008,640,33283.32095,25434.26527,0.901785714
2008,641,33884.63417,26478.114,0.95601173
2008,642,33354.92592,26019.83895,0.956923077
2008,643,32339.05302,25459.725,0.93537415
2008,644,29200.23996,23448.40673,0.947552448
2008,647,24285.53742,17108.9352,0.876363636
2008,648,34137.61659,28158.45585,0.945454545
2008,649,31307.3071,26096.21813,0.96686747
2008,650,32708.90814,26478.114,0.959302326
2008,651,33991.45503,25510.64445,0.949101796
2008,652,36976.67143,31086.32422,0.977777778
2008,656,32149.53185,25561.5639,0.919614148
2008,657,28335.30216,22811.9136,0.945859873
2008,658,37043.81903,29304.14348,0.972067039
2008,659,36560.26898,26172.5973,0.931818182
2008,661,31239.09378,22913.7525,0.964630225
2008,662,33421.79504,25943.45978,0.987138264
2008,669,40516.89316,32866.80766,0.964577657
2008,670,34552.85215,25459.725,0.911854103
2008,671,33609.8508,25892.54033,0.944625407
2008,673,27461.99557,22200.8802,0.940809969
2008,675,36883.95633,29533.281,0.949152542
2008,676,33874.42923,26478.114,0.95
2008,678,31717.56993,26447.56233,0.954819277
2008,679,35873.80724,29380.52265,0.982608696
2008,682,34843.16886,27038.22795,0.973214286
2008,686,33418.74281,26821.82029,0.946107784
2008,687,34348.71302,29049.54623,0.984662577
2008,691,34997.51439,25765.2417,0.959247649
2008,692,33921.96706,25782.21485,0.966666667
2008,693,31703.89879,25459.725,0.933130699
2008,698,29022.14918,24314.03738,0.954385965
2008,702,30882.35398,26987.3085,0.951289398
2008,705,31620.1729,26478.114,0.944615385
2008,709,32898.20324,23448.40673,0.952380952
2008,710,26997.62223,20866.79061,0.940559441
2008,711,29131.81389,21233.41065,0.951923077
2008,716,35205.53378,29024.0865,0.942307692
2008,717,30549.34909,25459.725,0.965217391
2008,718,29884.30611,22540.3432,0.946031746
2008,722,35411.50839,29281.22972,0.970822281
2008,724,35958.89563,28514.892,0.991596639
2008,725,36932.57285,28662.55841,0.983957219
2008,734,24502.54118,19875.55865,0.95532646
2008,736,26777.88529,22065.095,0.952941176
2008,737,36714.59548,29102.16299,0.975342466
2008,740,31648.9132,24708.66311,0.963076923
2008,746,30040.14475,24984.4768,0.950464396
2008,749,23113.51469,15825.76506,0.951367781
2008,751,45261.23115,35643.615,0.967391304
2008,752,37074.02043,29024.0865,0.967836257
2008,753,38102.67021,29329.6032,0.961309524
2008,754,32887.68973,27574.91895,0.959770115
2008,755,31655.90716,25510.64445,0.960784314
2008,756,39776.87677,32079.2535,0.953296703
2008,757,33726.47021,27547.42245,0.964673913
2008,758,32570.67592,26735.25722,0.983286908
2008,759,35416.47386,28845.86843,0.963302752
2008,760,30657.85301,23422.947,0.961651917
2008,762,31880.42459,25179.66803,0.945337621
2008,764,35604.13206,27852.93915,0.955752212
2008,765,28721.24152,19642.17784,0.948553055
2008,766,33077.00858,29635.1199,0.944272446
2008,767,39886.01446,32758.1795,0.978082192
2008,770,36446.26193,29567.2273,0.972375691
2008,771,28415.45473,21946.28295,0.889285714
2008,773,38116.60703,28359.58768,0.949101796
2008,789,35138.50865,26860.00988,0.946666667
2008,790,33591.48178,25985.89265,0.956386293
2008,798,29792.91045,24950.5305,0.961290323
2008,800,34957.99241,24059.44013,0.921630094
2008,801,32265.94831,26860.00988,0.931818182
2008,802,32867.59332,22506.3969,0.922077922
2008,803,40277.69851,28990.1402,0.906060606
2008,807,56211.84788,39984.49811,0.937853107
2008,810,35048.73359,26002.8658,0.944099379
2008,811,36585.01402,30246.1533,0.926900585
2008,813,31584.09531,23541.75905,0.938356164
2008,819,44821.64728,34981.66215,0.953079179
2008,820,38447.82462,31060.8645,0.935483871
2008,821,38556.74729,31570.059,0.925465839
2008,825,47080.49562,33708.6759,0.928977273
2008,828,45368.86883,33326.78003,0.943786982
